Past User Inputs
I want to book a train that goes from Cambridge to Norwich on monday at 7am
I want to book a train that goes from Cambridge to Norwich on monday at 7am
""
bye
I want to book a train to go to Cambridge on sunday
I want to go at 2pm
bye
I want to book a one way train to Cambridge on sunday at 6pm
sunday at 2pm
2pm
one way
bye
bye
I want to book a train
I want to book
I want to book a train
I want to book a train to go to London from Cambridge on sunday at 5pm 
one way
bye
I want to book a one way train to go to London from Cambridge on sunday at 5pm
I want to book a one way ticket to London from Cambridge on sunday at 6pm
I want to book a one way ticket going to London from Cambridge on sunday at 6pm
bye
I want to go to London from Cambridge at 7pm
sunday
one way
bye
I want to go to London from Cambridge at 7pm on sunday
one way
bye
I want to book a train
bye
I want to book a train
I want to go to London from Cambridge on sunday at 7pm
one way
bye
I want to book a one way train going from London to Cambridge at 7pm on sunday
bye
hello
I want to book a train to Cambridge on sunday at 3pm
sunday
3pm
hello
I want to book a train
I would like to go to Cambridge
I want to go on sunday at 5pm
I want a one way ticket
bye
hello
Cambridge
sunday
5pm
bye
hello
I want to book a train
I would like to go to Cambridge
hello
I want to book a train
I would like to go to Cambridge
hello
I want to book a train
I want to go to Cambridge
hello
I want to book a train
I want to go to Cambridge
I want to go on sunday
one way
thanks
bye
hello
I want to book a train
I want to go to Cambridge
I want to go on sunday
I want a one way ticket
I want to go at 3pm
hello
I want to book a one way ticket
I want to go to Cambridge
I want to go at 3pm
I want to go on sunday
hello
I want to book a train
hello
I want to book a train
I want a round ticket
I want to go to London on the 3rd May at 4pm and return on 5th December at 6pm
hello
I want to book a train
I want a return trip
I want to go to London on the 3rd May at 4pm and return on 5th December at 6pm
hello
I want to book a train 
I want a return ticket
I want to go to London on the 4th May at 4pm and return on 7th June at 9pm
I want a round trip
I want to go to London on the 4th May at 4pm and return on 7th June at 9pm
I want to a round trip
I want to go to London on the 4th May at 4pm and return on 7th June at 9pm
hello
I want to book a train
I want to go to London on the 4th May at 4pm and return on 7th June at 9pm
bye
hello
I want to book a train
I would like to book a round trip
I want to go to London on the 5th May at 5pm and I want to return on 8th May at 5pm
bye
hello
I want to book a train
I want a round trip
I want to go to London on the 5th May at 5pm and I want to return on 8th May at 5pm
leave
bye
hello
I want to book a train
I want to open return
leave
I want to go to London on the 5th May and I want to return on 8th May
hello
I want to book a train
I want to open return
leave
I want to go to London on the 5th May and I want to return on 8th May
hello
I want to book a train
I want an open return
leave
I want to go to London on the 5th May and I want to return on 8th May
bye
hello
I want to book a train
I want a one way
I want to go to London on the 5th May at 9pm
hello
I want to book a train
I want a one way
I want to go to London on the 5th May at 9pm
leave
bye
hello
I want to book a train
I want a open ticket
I want to go to London on the 5th May at 9pm
leave
bye
reset
I want to book a train
I want a one way ticket
I want to go to London at 4pm on the 5th May
leave
reset
I want to book a train
I want to go to Cambridge
leave
I want to go on sunday
I want a one way ticket
I want to go at 4pm
bye
blink twice
i am looking to go to london
today
i would like to leave at 8pm
leave
all the way round
today
london
London
i would like to leave at 7pm
i want to return at 7pm
tomorrow
i would like to reurn tomorrow
i would to return tomorrow
